,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
310,Dougie Hamilton,23,CGY,D,81,1412,1154,55.0,6.9,1045,860,54.9,7.4,8.0,91.6,99.6,47.7,52.3,19:41,16:26,17,52,14.8,423,52.5
311,Freddie Hamilton,25,CGY,C,26,187,207,47.5,-4.9,124,160,43.7,-7.4,5.6,93.0,98.5,32.5,67.5,9:47,9:26,3,2,-1.2,51,58.8
312,Travis Hamonic,26,NYI,D,49,711,942,43.0,-5.7,523,686,43.3,-5.6,7.7,89.6,97.3,43.9,56.1,20:27,17:39,14,39,-9.3,157,47.1
313,Noah Hanifin,20,CAR,D,81,1222,1188,50.7,-0.7,892,908,49.6,-1.1,7.4,90.3,97.6,60.9,39.1,17:55,15:44,42,53,-2.8,270,40.0
314,Joel Hanley,25,MTL,D,7,57,57,50.0,-9.0,39,38,50.6,-7.6,3.4,85.2,88.6,39.5,60.5,10:09,10:08,1,3,-0.2,5,100.0
315,Markus Hannikainen,23,CBJ,LW,10,72,62,53.7,1.7,61,46,57.0,3.7,9.8,88.2,98.0,39.5,60.5,9:08,8:26,0,0,1.7,14,57.1
316,Jannik Hansen,30,TOT,RW,43,569,585,49.3,-0.7,426,406,51.2,2.5,10.4,89.6,100.0,56.0,44.0,16:03,14:23,21,14,4.1,132,55.3
317,Martin Hanzal,29,TOT,C,71,937,918,50.5,3.2,692,717,49.1,2.1,8.1,89.1,97.2,42.5,57.5,17:43,13:48,31,30,-4.4,272,62.1
318,Shane Harper,27,FLA,RW,14,112,115,49.3,-4.0,89,97,47.8,-6.1,5.0,94.0,99.0,50.0,50.0,10:18,10:16,4,3,-1.7,23,56.5
319,Ben Harpur,22,OTT,D,6,86,82,51.2,-3.6,62,65,48.8,-7.9,9.3,87.8,97.1,37.7,62.3,17:48,17:06,2,5,-0.4,11,27.3
320,Scott Harrington,23,CBJ,D,22,231,264,46.7,-5.4,173,196,46.9,-5.2,9.9,92.2,102.1,47.8,52.2,13:00,12:41,4,5,-1.2,35,45.7
321,Ryan Hartman,22,CHI,LW,76,912,815,52.8,2.6,675,595,53.1,3.6,8.3,93.4,101.7,51.5,48.5,12:46,12:09,36,31,7.1,261,65.1
322,Scott Hartnell,34,CBJ,LW,78,803,716,52.9,3.2,587,531,52.5,2.7,9.7,92.3,102.1,49.5,50.5,12:04,10:38,17,30,6.6,172,60.5
323,Garnet Hathaway,25,CGY,RW,26,175,218,44.5,-5.8,120,158,43.2,-6.9,10.4,92.4,102.8,31.7,68.3,9:08,8:52,8,3,-1.2,40,55.0
324,Erik Haula,25,MIN,C,72,851,806,51.4,2.1,652,604,51.9,2.1,8.1,91.7,99.9,54.8,45.2,13:49,12:28,24,18,8.1,210,63.8
325,John Hayden,21,CHI,LW,12,117,105,52.7,1.4,79,74,51.6,-2.5,9.5,95.0,104.5,61.9,38.1,11:41,11:25,5,2,2.6,33,66.7
326,Jimmy Hayes,27,BOS,RW,58,494,461,51.7,-3.4,357,352,50.4,-5.8,6.4,92.2,98.5,62.5,37.5,9:14,8:49,14,12,1.2,134,55.2
327,Kevin Hayes,24,NYR,RW,76,820,1047,43.9,-5.5,621,764,44.8,-5.5,11.9,91.8,103.7,40.7,59.3,16:34,13:35,54,66,-13.7,246,58.1
328,Victor Hedman,26,TBL,D,79,1501,1308,53.4,3.7,1100,1009,52.2,2.7,10.1,90.9,101.1,57.4,42.6,24:30,19:27,39,73,-3.4,397,41.8
329,Tim Heed,26,SJS,D,1,14,10,58.3,13.7,9,7,56.3,5.3,0.0,100.0,100.0,66.7,33.3,16:29,15:38,1,0,0.2,4,25.0
330,Danton Heinen,21,BOS,C,8,87,74,54.0,0.7,60,58,50.8,-4.3,0.0,92.9,92.9,62.1,37.9,13:14,11:23,5,2,-0.5,12,58.3
331,Seth Helgeson,26,NJD,D,9,89,99,47.3,1.9,73,72,50.3,2.7,8.5,96.3,104.8,45.8,54.2,13:28,12:27,0,0,0.4,11,27.3
332,Darren Helm,30,DET,C,50,551,596,48.0,0.0,406,465,46.6,-1.6,8.4,90.9,99.3,49.9,50.1,15:21,12:52,17,20,-3.3,166,59.0
333,Ales Hemsky,33,DAL,RW,15,173,175,49.7,-0.3,122,133,47.8,-2.7,5.7,94.4,100.1,45.3,54.7,14:25,12:47,9,6,3.3,52,57.7
334,Matt Hendricks,35,EDM,LW,42,293,364,44.6,-6.7,213,240,47.0,-4.8,7.4,91.7,99.1,39.5,60.5,10:45,9:08,10,9,-1.7,61,68.9
335,Samuel Henley,23,COL,C,1,4,6,40.0,-1.3,4,6,40.0,7.3,25.0,100.0,125.0,0.0,100.0,5:18,5:06,0,0,-0.2,1,100.0
336,Adam Henrique,26,NJD,C,82,932,1064,46.7,-0.9,705,819,46.3,-1.8,8.3,90.1,98.4,48.4,51.6,18:07,13:24,45,27,-5.4,242,58.7
337,Tomas Hertl,23,SJS,C,49,752,601,55.6,4.8,527,407,56.4,5.0,7.8,88.4,96.1,54.4,45.6,17:13,14:10,30,18,6.4,183,54.6
338,Thomas Hickey,27,NYI,D,76,1095,1195,47.8,0.5,807,878,47.9,0.3,9.1,90.5,99.6,49.6,50.4,17:31,15:00,16,43,-3.4,199,43.7
339,Vinnie Hinostroza,22,CHI,LW,49,502,564,47.1,-3.6,365,429,46.0,-3.6,6.6,94.0,100.6,50.7,49.3,11:59,11:37,27,15,-5.6,132,57.6
340,Niklas Hjalmarsson,29,CHI,D,73,1171,1193,49.5,-1.4,846,866,49.4,-1.0,10.0,92.4,102.4,43.8,56.2,21:30,18:34,23,70,-2.6,135,45.2
341,Joshua Ho-Sang,21,NYI,RW,21,299,275,52.1,4.9,207,212,49.4,2.6,9.6,91.6,101.1,60.3,39.7,16:27,14:03,9,20,-0.4,44,50.0
342,Mike Hoffman,27,OTT,LW,74,1020,972,51.2,4.0,754,723,51.0,3.5,10.6,92.7,103.3,55.6,44.4,17:36,14:23,45,54,-1.2,415,54.0
343,Nick Holden,29,NYR,D,80,1245,1384,47.4,-1.2,946,1038,47.7,-2.2,10.6,91.9,102.4,41.6,58.4,20:37,18:14,23,61,-6.9,225,37.3
344,Peter Holland,26,TOT,C,48,494,587,45.7,-0.1,379,448,45.8,0.2,6.4,90.0,96.4,48.4,51.6,12:45,11:28,21,16,-7.0,127,62.2
345,Korbinian Holzer,28,ANA,D,32,271,400,40.4,-11.0,208,293,41.5,-10.5,10.1,93.0,103.1,45.9,54.1,13:31,12:37,3,11,-2.9,36,38.9
346,Julius Honka,21,DAL,D,16,264,204,56.4,7.3,201,143,58.4,8.7,7.1,86.1,93.2,53.5,46.5,16:52,15:28,6,9,-1.1,61,55.7
347,Patric Hornqvist,30,PIT,RW,70,960,827,53.7,6.1,733,576,56.0,7.8,9.5,91.8,101.3,56.3,43.7,15:57,12:56,30,11,13.5,326,68.4
348,Bo Horvat,21,VAN,C,81,1026,1104,48.2,-0.1,765,832,47.9,1.3,9.2,90.5,99.8,47.4,52.6,18:02,14:16,37,27,-2.3,286,55.2
349,Marian Hossa,38,CHI,RW,73,885,912,49.2,-1.4,642,663,49.2,-0.9,9.2,92.7,101.9,53.0,47.0,16:52,13:33,47,29,0.4,303,55.1
350,Quinton Howden,25,WPG,C,5,35,35,50.0,3.7,23,22,51.1,3.9,5.6,100.0,105.6,30.4,69.6,8:39,8:28,1,0,0.7,6,83.3
351,Marek Hrivik,25,NYR,LW,16,171,136,55.7,7.0,132,105,55.7,6.2,3.2,91.7,94.8,49.4,50.6,10:25,10:03,5,2,0.7,28,53.6
352,Jonathan Huberdeau,23,FLA,LW,31,482,391,55.2,7.4,381,321,54.3,6.7,8.6,89.7,98.3,61.1,38.9,17:55,15:17,15,24,3.2,136,63.2
353,Jiri Hudler,33,DAL,RW,32,305,325,48.4,-3.7,217,238,47.7,-4.7,9.2,92.3,101.6,58.7,41.3,11:51,9:47,12,7,-3.6,55,49.1
354,Charles Hudon,22,MTL,LW,3,28,35,44.4,-3.8,24,24,50.0,-1.6,11.1,94.7,105.8,56.3,43.8,11:56,11:31,3,2,-0.2,3,100.0
355,Brad Hunt,28,TOT,D,12,141,159,47.0,-0.7,106,130,44.9,-0.5,12.5,89.9,102.4,49.5,50.5,14:30,13:38,4,3,-1.5,27,51.9
356,Matt Hunwick,31,TOR,D,72,1014,1050,49.1,-2.1,763,775,49.6,-0.9,8.4,92.8,101.2,45.8,54.2,17:53,15:10,26,44,-0.3,174,42.0
357,Ben Hutton,23,VAN,D,71,1073,1142,48.4,0.9,788,855,48.0,1.7,6.1,91.0,97.2,54.4,45.6,20:30,17:54,31,50,-11.6,267,48.3
358,Zach Hyman,24,TOR,C,82,1194,1119,51.6,1.5,886,855,50.9,1.4,7.5,91.8,99.3,61.2,38.8,16:37,13:39,42,25,4.4,232,67.2
359,Jarome Iginla,39,TOT,RW,80,943,951,49.8,0.2,688,744,48.0,-1.7,5.6,89.9,95.5,51.6,48.4,15:08,12:46,24,26,-8.4,263,58.6
360,Matt Irwin,29,NSH,D,74,1043,1007,50.9,-0.7,740,732,50.3,-1.2,8.2,93.7,101.9,52.5,47.5,16:16,14:58,18,39,4.1,217,45.2
361,Jaromir Jagr,44,FLA,RW,82,1171,944,55.4,6.7,916,776,54.1,5.7,8.1,91.7,99.8,56.8,43.2,16:60,14:13,40,44,4.2,295,61.4
362,Mark Jankowski,22,CGY,C,1,8,9,47.1,-6.3,6,7,46.2,-6.5,0.0,100.0,100.0,50.0,50.0,10:18,10:18,1,0,0.0,0,
363,Calle Jarnkrok,25,NSH,C,81,966,936,50.8,-0.5,696,686,50.4,-0.7,8.1,90.3,98.3,45.3,54.7,15:43,13:03,23,22,6.1,233,57.5
364,Dmitrij Jaskin,23,STL,RW,51,484,438,52.5,3.1,364,321,53.1,3.6,7.7,93.6,101.3,49.0,51.0,11:33,11:09,13,7,3.7,104,52.9
365,Boone Jenner,23,CBJ,C,82,1123,1204,48.3,-2.8,821,858,48.9,-2.0,8.4,93.7,102.1,41.8,58.2,16:04,14:04,42,20,-2.9,372,56.7
366,Nick Jensen,26,DET,D,49,702,690,50.4,1.6,544,521,51.1,2.6,8.0,89.6,97.7,53.8,46.2,17:45,16:09,10,37,0.3,121,48.8
367,Nicklas Jensen,23,NYR,RW,7,64,42,60.4,8.9,46,30,60.5,5.4,0.0,92.3,92.3,70.4,29.6,9:13,8:11,2,1,-0.9,18,44.4
368,Ryan Johansen,24,NSH,C,82,1378,1086,55.9,7.0,1038,843,55.2,6.5,8.2,90.2,98.4,54.7,45.3,18:50,15:05,38,51,5.2,276,55.8
369,Marcus Johansson,26,WSH,LW,82,1057,943,52.9,2.1,785,705,52.7,2.4,11.2,92.4,103.6,57.5,42.5,16:60,14:09,40,48,10.0,220,58.6
370,Stephen Johns,24,DAL,D,61,955,904,51.4,1.2,695,615,53.1,3.3,7.1,89.5,96.6,45.8,54.2,18:15,15:57,20,45,2.7,201,45.3
371,Erik Johnson,28,COL,D,46,777,742,51.2,2.1,569,554,50.7,2.2,7.7,90.7,98.4,46.5,53.5,22:04,17:02,18,23,-1.2,204,47.1
372,Jack Johnson,30,CBJ,D,82,1464,1544,48.7,-2.5,1118,1152,49.3,-1.7,8.4,93.7,102.0,39.7,60.3,21:49,19:09,20,27,7.0,224,51.8
373,Tyler Johnson,26,TBL,C,66,842,836,50.2,-1.6,636,646,49.6,-1.6,8.8,91.5,100.3,51.2,48.8,18:49,13:56,26,32,-3.5,250,52.0
374,Ryan Johnston,24,MTL,D,7,62,65,48.8,-1.2,46,50,47.9,-2.5,0.0,92.1,92.1,64.9,35.1,9:52,9:52,1,3,-1.9,8,37.5
375,Jussi Jokinen,33,FLA,LW,69,948,828,53.4,3.8,709,658,51.9,2.3,6.4,91.0,97.4,46.8,53.2,17:25,13:36,27,59,-1.2,199,59.3
376,Jyrki Jokipakka,25,TOT,D,41,469,561,45.5,-7.5,349,425,45.1,-7.8,6.9,92.6,99.6,47.0,53.0,14:25,13:54,6,25,-4.4,60,48.3
377,Connor Jones,26,NYI,C,4,39,35,52.7,5.6,26,27,49.1,1.9,5.9,100.0,105.9,50.0,50.0,11:51,11:24,2,1,-0.6,9,22.2
378,Seth Jones,22,CBJ,D,75,1438,1308,52.4,3.0,1048,961,52.2,2.5,8.0,91.0,99.0,53.9,46.1,23:24,19:36,32,44,6.9,297,51.2
379,Josh Jooris,26,TOT,RW,54,457,609,42.9,-2.9,348,444,43.9,-1.7,6.9,93.5,100.3,36.7,63.3,12:12,10:41,10,5,-6.3,119,63.0
380,Jacob Josefson,25,NJD,C,38,332,369,47.4,-1.0,267,283,48.5,-0.1,8.3,91.7,100.0,41.2,58.8,12:08,10:38,7,9,-4.1,84,52.4
381,Roman Josi,26,NSH,D,72,1496,1329,53.0,2.8,1091,995,52.3,2.2,9.0,90.8,99.8,50.1,49.9,25:04,19:39,16,41,4.5,410,53.2
382,Tyson Jost,18,COL,C,6,75,84,47.2,-9.3,54,68,44.3,-11.1,5.3,84.8,90.0,40.9,59.1,15:41,12:06,3,1,-1.5,15,60.0
383,Tomas Jurco,24,TOT,LW/RW,29,263,263,50.0,0.2,194,188,50.8,-0.2,1.4,90.0,91.4,52.3,47.7,10:38,10:18,3,7,0.2,66,53.0
384,Nazem Kadri,26,TOR,C,82,1229,1156,51.5,1.4,909,876,50.9,1.4,9.4,90.3,99.7,37.4,62.6,16:26,14:13,58,59,3.8,431,55.0
385,Sergey Kalinin,25,NJD,C,43,304,392,43.7,-3.3,234,298,44.0,-3.4,3.0,92.1,95.1,28.9,71.1,12:38,10:16,7,10,-4.0,54,68.5
386,Vladislav Kamenev,20,NSH,LW,2,12,17,41.4,-9.6,8,13,38.1,-11.5,0.0,90.9,90.9,57.1,42.9,10:04,9:09,0,0,-0.6,3,33.3
387,Steven Kampfer,28,TOT,D,11,133,119,52.8,3.3,105,102,50.7,-1.2,5.1,92.5,97.6,67.3,32.7,13:15,13:05,2,3,-2.4,23,43.5
388,Evander Kane,25,BUF,LW,70,1053,1146,47.9,0.9,806,883,47.7,0.5,6.9,90.5,97.4,53.7,46.3,19:12,16:06,34,33,0.4,440,59.1
389,Patrick Kane,28,CHI,RW,82,1465,1339,52.2,2.8,1057,1023,50.8,1.1,11.3,91.4,102.7,64.4,35.6,21:24,17:53,49,42,-6.5,491,59.5
390,Kasperi Kapanen,20,TOR,RW,8,62,57,52.1,-1.3,45,44,50.6,0.3,3.3,89.3,92.6,48.6,51.4,10:42,9:15,2,4,-0.1,18,61.1
391,Michael Kapla,22,NJD,D,5,76,63,54.7,-4.8,53,47,53.0,-4.0,4.7,92.9,97.5,67.2,32.8,17:26,16:09,2,3,-0.4,10,40.0
392,Erik Karlsson,26,OTT,D,77,1581,1573,50.1,3.0,1178,1132,51.0,4.0,8.7,92.1,100.8,52.9,47.1,26:50,20:58,59,106,7.0,464,47.0
393,Melker Karlsson,26,SJS,C,67,684,675,50.3,-1.0,486,452,51.8,-0.5,8.5,93.0,101.5,52.7,47.3,12:48,11:06,17,23,1.4,132,54.5
394,William Karlsson,24,CBJ,C,81,789,878,47.3,-3.7,603,682,46.9,-4.3,8.1,93.6,101.7,45.2,54.8,13:23,11:32,33,20,0.6,169,56.8
395,Ondrej Kase,21,ANA,RW,53,584,525,52.7,3.5,447,392,53.3,3.6,6.5,92.2,98.8,57.9,42.1,11:47,11:29,23,33,7.7,145,53.1
396,Zack Kassian,26,EDM,RW,79,728,808,47.4,-3.3,542,588,48.0,-3.9,9.0,92.4,101.4,50.7,49.3,12:18,11:03,21,39,-1.5,164,67.7
397,Bracken Kearns,35,NYI,C,2,10,30,25.0,-19.5,10,20,33.3,-11.9,0.0,93.3,93.3,50.0,50.0,11:12,11:08,0,0,-0.7,5,60.0
398,Duncan Keith,33,CHI,D,80,1521,1479,50.7,0.3,1096,1084,50.3,0.3,10.1,92.8,102.9,52.8,47.2,25:37,19:60,32,73,-0.9,370,49.5
399,Clayton Keller,18,ARI,LW,3,20,40,33.3,-11.0,11,34,24.4,-19.7,16.7,81.8,98.5,54.5,45.5,12:40,10:57,1,0,-1.3,0,
400,Chris Kelly,36,OTT,C,82,578,822,41.3,-8.7,432,578,42.8,-7.4,4.2,92.2,96.4,50.4,49.6,11:56,9:47,18,24,-3.5,129,66.7
401,Adrian Kempe,20,LAK,LW,25,267,201,57.1,2.5,191,151,55.8,1.6,3.8,91.2,95.0,55.1,44.9,12:14,10:48,5,10,0.5,61,52.5
402,Michal Kempny,26,CHI,D,50,767,595,56.3,6.9,555,428,56.5,8.2,7.5,91.3,98.8,53.5,46.5,14:58,14:11,6,26,2.9,173,38.7
403,Nicolas Kerdiles,23,ANA,LW,1,9,16,36.0,-8.1,8,10,44.4,-2.1,40.0,85.7,125.7,37.5,62.5,11:08,11:08,0,2,-0.1,1,0.0
404,Tanner Kero,24,CHI,RW,47,501,565,47.0,-4.6,376,384,49.5,-2.4,11.0,94.2,105.2,40.3,59.7,13:29,11:57,14,11,0.8,100,60.0
405,Ryan Kesler,32,ANA,C,82,1266,1220,50.9,2.0,963,894,51.9,2.9,8.3,92.0,100.3,33.4,66.6,21:18,15:43,22,39,12.5,352,52.8
406,Phil Kessel,29,PIT,RW,82,1090,1211,47.4,-3.5,813,890,47.7,-4.5,9.0,92.6,101.6,63.8,36.2,17:56,14:22,15,51,-5.1,406,56.2
407,Jujhar Khaira,22,EDM,LW,10,75,70,51.7,0.2,57,40,58.8,4.4,4.8,96.6,101.3,34.5,65.5,9:15,9:00,1,2,0.9,18,55.6
408,Alex Killorn,27,TBL,LW,81,1067,1007,51.4,0.1,798,773,50.8,0.1,7.6,91.3,98.9,52.9,47.1,18:00,14:10,33,43,-8.5,297,59.6
409,Jakub Kindl,29,FLA,D,39,466,515,47.5,-3.0,362,398,47.6,-1.7,6.6,90.5,97.0,48.3,51.7,14:41,14:13,9,13,-8.9,77,53.2
410,Dwight King,27,TOT,LW,80,910,899,50.3,-5.5,664,656,50.3,-5.3,6.7,92.6,99.3,53.8,46.2,14:24,12:49,15,18,-3.0,176,62.5
411,Oscar Klefbom,23,EDM,D,82,1418,1387,50.6,0.6,1093,1009,52.0,1.3,9.6,90.9,100.5,50.7,49.3,22:22,18:04,29,67,7.3,398,50.5
412,Kevin Klein,32,NYR,D,60,891,936,48.8,1.8,672,670,50.1,1.9,10.0,90.5,100.5,53.5,46.5,17:38,16:18,12,35,-3.8,115,47.0
413,John Klingberg,24,DAL,D,80,1551,1582,49.5,-0.9,1122,1159,49.2,-2.2,10.0,91.2,101.2,48.6,51.4,23:21,19:58,40,99,-2.4,313,39.6
414,Slater Koekkoek,22,TBL,D,29,308,339,47.6,-2.6,227,252,47.4,-3.5,7.1,91.4,98.5,49.1,50.9,12:59,12:33,1,7,-1.1,68,39.7
415,Mikko Koivu,33,MIN,C,80,1105,1102,50.1,0.8,839,810,50.9,1.2,11.6,92.6,104.2,36.2,63.8,19:07,14:56,39,28,14.8,260,53.8
416,Leo Komarov,30,TOR,C,82,1019,1063,48.9,-2.2,754,808,48.3,-2.2,10.7,91.2,101.9,36.4,63.6,16:58,12:43,46,25,-2.3,178,64.0
417,Travis Konecny,19,PHI,C,70,861,855,50.2,-1.1,637,614,50.9,-0.9,8.1,91.6,99.7,55.6,44.4,14:05,12:23,26,28,0.0,235,57.0
418,Anze Kopitar,29,LAK,C,76,1237,1017,54.9,-0.3,910,771,54.1,-1.1,7.7,90.0,97.7,52.6,47.4,20:46,15:52,29,37,6.7,290,51.7
419,Lauri Korpikoski,30,TOT,LW,69,673,802,45.6,-5.5,495,575,46.3,-5.3,8.5,93.5,102.0,47.0,53.0,12:24,10:47,12,21,-5.0,178,60.7
420,Kalle Kossila,23,ANA,LW,1,7,2,77.8,20.0,4,2,66.7,5.3,0.0,100.0,100.0,100.0,0.0,6:54,6:54,0,0,-0.1,2,50.0
421,Chris Kreider,25,NYR,LW,75,1101,919,54.5,8.5,826,683,54.7,7.7,9.2,90.5,99.7,55.3,44.7,17:00,14:19,17,33,7.3,318,58.5
422,David Krejci,30,BOS,C,82,1297,1096,54.2,-0.9,975,807,54.7,-0.9,8.0,89.0,97.0,53.6,46.4,18:10,15:01,60,51,5.2,310,51.0
423,Niklas Kronwall,36,DET,D,57,819,824,49.8,0.4,627,630,49.9,0.6,7.6,91.5,99.0,58.4,41.6,19:27,15:59,6,23,2.8,137,48.9
424,Torey Krug,25,BOS,D,81,1591,1153,58.0,4.9,1186,848,58.3,4.6,6.7,89.7,96.4,60.1,39.9,21:28,17:44,22,60,10.2,425,49.2
425,Marcus Kruger,26,CHI,C,70,728,718,50.3,-0.2,542,478,53.1,3.7,8.1,92.7,100.8,29.0,71.0,14:01,11:42,24,10,7.1,124,66.1
426,Nikita Kucherov,23,TBL,RW,74,1228,975,55.7,6.7,912,766,54.4,5.9,10.8,91.2,101.9,59.7,40.3,19:26,16:05,54,64,4.5,464,53.0
427,Tom Kuhnhackl,25,PIT,RW,57,393,463,45.9,-4.8,298,313,48.8,-2.3,10.1,93.2,103.3,29.9,70.1,10:39,8:50,6,5,-0.2,99,49.5
428,Brett Kulak,23,CGY,D,21,263,257,50.6,1.7,181,201,47.4,-1.9,6.1,92.6,98.7,45.7,54.3,14:15,13:51,4,10,-0.4,53,35.8
429,Nikolai Kulemin,30,NYI,LW,72,719,819,46.7,-1.0,544,602,47.5,-0.5,10.4,90.5,100.9,35.1,64.9,13:49,11:50,30,17,-1.6,146,50.7
430,Dmitry Kulikov,26,BUF,D,47,766,927,45.2,-3.8,575,714,44.6,-4.4,3.7,92.1,95.8,51.1,48.9,21:54,19:25,18,32,-9.6,114,36.8
431,Chris Kunitz,37,PIT,LW,71,920,916,50.1,0.0,671,666,50.2,-1.5,7.3,92.8,100.1,57.0,43.0,15:31,13:12,25,28,1.6,220,60.9
432,Sean Kuraly,24,BOS,C,8,66,49,57.4,5.5,48,40,54.5,0.7,2.6,93.3,96.0,57.8,42.2,9:12,9:03,2,0,0.8,21,52.4
433,Evgeny Kuznetsov,24,WSH,C,82,1173,1076,52.2,1.2,865,816,51.5,0.7,10.2,92.3,102.4,59.6,40.4,16:57,14:56,43,59,5.8,325,52.3
434,Kevin Labanc,21,SJS,RW,55,643,651,49.7,-0.7,481,436,52.5,1.3,9.7,92.8,102.5,52.6,47.4,13:41,12:21,16,27,-1.1,149,47.0
435,Joseph Labate,23,VAN,C,13,68,89,43.3,-4.9,47,66,41.6,-5.7,6.3,90.9,97.2,55.6,44.4,6:46,6:45,3,1,-1.3,13,38.5
436,Andrew Ladd,31,NYI,LW,78,966,1079,47.2,-0.5,686,769,47.1,-1.1,8.0,90.7,98.7,52.2,47.8,16:11,13:17,37,43,-0.2,277,51.3
437,Paul Ladue,24,LAK,D,22,307,232,57.0,2.3,223,177,55.8,2.0,6.5,87.7,94.2,62.6,37.4,15:24,13:45,3,12,0.7,55,49.1
438,Patrik Laine,18,WPG,RW,73,973,1026,48.7,-0.7,748,772,49.2,-0.4,13.8,89.6,103.5,55.2,44.8,17:55,15:08,43,55,-2.9,360,56.7
439,Anton Lander,25,EDM,C,22,131,136,49.1,-5.6,103,102,50.2,-4.2,8.2,90.3,98.5,33.8,66.2,9:46,7:47,8,4,-0.4,21,57.1
440,Gabriel Landeskog,24,COL,LW,72,1022,914,52.8,4.8,752,713,51.3,3.9,6.7,88.4,95.1,50.6,49.4,18:47,14:28,65,36,1.2,265,63.4
441,Nick Lappin,24,NJD,RW,43,365,415,46.8,-0.1,285,336,45.9,-0.9,6.9,87.5,94.4,40.4,59.6,11:47,11:05,13,6,-4.4,87,65.5
442,Dylan Larkin,20,DET,C,80,975,1000,49.4,0.9,744,775,49.0,0.4,6.7,89.2,95.9,52.6,47.4,16:09,13:57,49,51,-2.9,310,57.4
443,Philip Larsen,27,VAN,D,26,322,352,47.8,-0.3,230,271,45.9,-0.8,5.9,91.8,97.7,54.8,45.2,16:28,14:11,4,14,-5.7,87,36.8
444,Adam Larsson,24,EDM,D,79,1361,1364,49.9,-0.4,1038,994,51.1,-0.1,10.1,92.3,102.4,47.5,52.5,20:07,18:18,28,71,7.5,202,41.6
445,Jacob Larsson,19,ANA,D,4,43,51,45.7,-4.7,30,40,42.9,-7.7,0.0,96.4,96.4,60.7,39.3,16:26,13:18,0,1,-0.7,11,18.2
446,Johan Larsson,24,BUF,C,36,453,526,46.3,-2.9,349,413,45.8,-2.7,7.8,90.8,98.6,35.3,64.7,16:51,15:09,13,16,-2.3,93,52.7
447,Brian Lashoff,26,DET,D,5,52,38,57.8,4.3,38,28,57.6,4.1,3.7,81.0,84.7,63.6,36.4,12:31,12:11,0,1,0.7,5,20.0
448,Scott Laughton,22,PHI,C,2,25,10,71.4,12.6,21,7,75.0,20.7,10.5,66.7,77.2,52.9,47.1,10:15,10:15,1,0,1.4,5,80.0
449,Curtis Lazar,21,TOT,RW,37,218,329,39.9,-10.1,162,231,41.2,-8.7,6.4,89.9,96.3,51.4,48.6,9:08,8:45,7,6,-1.9,47,55.3
450,Nick Leddy,25,NYI,D,81,1397,1526,47.8,0.3,1032,1150,47.3,-0.8,9.4,91.6,100.9,49.2,50.8,22:43,18:52,26,48,-13.7,288,47.6
451,Anders Lee,26,NYI,LW,81,1111,1007,52.5,6.6,827,736,52.9,6.9,9.3,91.7,101.0,54.1,45.9,15:35,13:08,22,26,5.5,288,66.3
452,Artturi Lehkonen,21,MTL,LW,73,916,819,52.8,0.3,645,607,51.5,-1.1,7.5,91.9,99.4,44.5,55.5,13:52,12:29,25,20,3.0,279,56.6
453,Jori Lehtera,29,STL,C,64,762,757,50.2,0.6,567,559,50.4,0.6,9.4,89.3,98.6,64.4,35.6,15:11,13:23,21,14,-0.4,100,67.0
454,Taylor Leier,22,PHI,LW,10,61,73,45.5,-2.1,41,56,42.3,-5.5,6.9,92.3,99.2,47.9,52.1,9:04,8:43,2,0,0.8,14,50.0
455,Josh Leivo,23,TOR,LW,13,142,115,55.3,2.9,116,85,57.7,7.8,9.3,90.6,99.9,46.1,53.9,12:34,10:39,11,2,3.0,47,57.4
456,Brett Lernout,21,MTL,D,2,26,24,52.0,-6.8,21,19,52.5,-2.4,5.6,84.6,90.2,52.2,47.8,18:60,18:53,0,0,0.4,4,75.0
457,Kris Letang,29,PIT,D,41,817,727,52.9,3.0,623,563,52.5,-0.1,8.9,90.9,99.8,54.8,45.2,25:31,19:41,30,43,8.9,227,53.7
458,Mark Letestu,31,EDM,C,78,610,734,45.4,-5.7,444,521,46.0,-6.0,8.5,91.8,100.3,34.9,65.1,14:14,9:45,24,24,-5.6,223,54.3
459,Trevor Lewis,30,LAK,C,82,1006,816,55.2,0.6,760,596,56.0,2.0,6.6,90.6,97.2,53.2,46.8,14:16,12:51,18,12,6.8,248,58.5
460,Mike Liambas,27,NSH,LW,1,3,4,42.9,-27.6,3,2,60.0,-9.3,0.0,50.0,50.0,60.0,40.0,4:42,4:37,0,1,-0.2,0,
461,John-Michael Liles,36,BOS,D,36,446,394,53.1,-0.2,336,276,54.9,1.4,5.0,94.1,99.1,60.4,39.6,16:13,13:17,11,8,3.1,86,41.9
462,Oscar Lindberg,25,NYR,C,65,585,645,47.6,-0.4,428,492,46.5,-2.7,9.0,92.6,101.7,44.1,55.9,10:50,10:33,10,12,-6.2,150,57.3
463,Petteri Lindbohm,23,STL,D,7,97,89,52.2,0.3,75,64,54.0,2.5,3.4,87.2,90.6,53.4,46.6,12:59,12:48,1,1,-0.1,19,52.6
464,Esa Lindell,22,DAL,D,73,1298,1353,49.0,-3.2,942,987,48.8,-4.0,9.2,92.0,101.1,47.7,52.3,21:52,18:48,34,47,-4.1,223,44.4
